ExhibitId, Name, Price, DatePurchased
8337,Flute,254.5,2017/07/07
8338,Malimba (xylophone from the Congo),501.6,1995/07/13
8339,Koudi (Chinese flute),977.5,2017/12/04
8340,Rainstick,695.5,1998/05/01
8341,Daiko (Japanese drum),943.4,2015/08/24
8342,Erhu (Chinese violin),947.1,2015/02/22
8343,Welsh pipes,78.9,2002/04/19
8344,S?ckpipa (Swedish bagpipe),269.8,2013/08/13
8345,Cornish bagpipes,316.7,1996/02/12
8346,Bass guitar,701.4,1995/11/25
8347,Tenoroon (tenor bassoon),930.2,2015/05/22
8348,Handbells,724.6,2015/09/01
8349,Baritone saxophone,803.0,2001/12/30
8350,Ocarina,638.3,2013/09/24
8351,Tumpong (Philippine flute),51.7,2017/04/10
8352,Tagutok (Philippine slit drum),797.9,2002/06/24
8353,Berimbau (Brazilian musical bow),152.5,2004/10/16
8354,Soprano clarinet,455.5,2018/03/19
8355,Mandolin,238.5,2016/05/18
8356,Octave mandolin,312.1,1993/10/24
8357,Sitar (South Asian lute),307.3,2008/08/26
8358,Vichitra veena (Indian stringed instrument),348.6,1995/12/31
8359,Subcontrabass saxophone,453.5,2008/01/15
8360,Glockenspiel,761.0,1995/11/13
8361,Da’uli da’uli (Indonesian xylophone),477.2,2005/03/16
8362,Trompeta china (Cuban suona),858.9,1996/04/24
8363,Ud/ oud (Arabic and Islamic lute),808.7,2000/03/12
8364,Marimba,462.2,1998/11/27
8365,Glasschord (crystallophone),864.0,1999/05/19
8366,Crotales (Struck cymbals),212.7,1995/02/15
8367,Timple (Canary Islands/ Murcia ukulele),48.0,2007/09/09
8368,Dabakan (Philippine drum),87.2,2005/03/21
8369,Langeleik (Norwegian stringed instrument),840.6,2016/04/08
8370,Hun (Korean flute),591.9,2012/03/25
8371,Vielle (French hurdy gurdy),680.6,2001/11/12
8372,Muchosac (Belgian bagpipe),235.6,2001/12/13
8373,Jinghu (Chinese bowed stringed instrument),330.1,2001/08/24
8374,Tjelempung/ Celempung (Javanese zither),621.2,2015/04/13
8375,Piano,833.1,2001/12/08
8376,Kangling (Tibetan serunai),538.1,2005/01/06
8377,Maraca,642.6,2008/04/26
8378,Euphonium,739.6,1999/03/09
8379,Yun Lo (Chinese gong),25.3,2002/08/03
8380,Vladimirsky Rozhok,104.1,2007/08/05
8381,Rattle,212.4,2002/09/12
8382,Quinticlave (Ophicleide),147.2,2000/01/31
8383,Talking drum,274.3,2002/12/11
8384,Metallophones (metal barred xylophone),536.5,2000/04/19
8385,Rajao (Portuguese guitar),525.0,2000/09/05
8386,Xun (Chinese flute),331.0,1998/04/29
8387,Octocontra-alto clarinet,992.5,1995/09/09
8388,Crumhorn,273.9,2008/06/01
8389,Sanxian (Chinese lute),332.1,2003/09/07
8390,Geomungo/ komungo (Korean zither),858.2,2004/10/17
8391,Slit drum,297.0,2002/11/30
8392,Kaval (Slovakian Duct Flute),432.6,2007/09/21
8393,Gajdy (Eastern European bagpipes),392.8,2009/07/12
8394,Serpent,454.1,2010/08/04
8395,Slit drum,323.0,1998/05/27
8396,Zither,636.7,2012/12/21
8397,Arghul (Arabic double pipe),387.8,1998/03/31
8398,Rebab (Arabic bowed stringed instrument),470.2,2010/10/03
8399,Tenor sarrusophone,436.9,2001/07/13
8400,Steel drum,600.7,2008/02/01
8401,Tenor saxophone,920.8,1994/10/17
8402,Tenor horn,948.8,2001/12/29
8403,Gender (Indonesian brass xylophone),878.8,2006/11/06
8404,Yang chi’in (Chinese zither),112.1,2011/01/17
8405,Paixiao (Chinese flute),929.0,1996/02/16
8406,Chitarra battente (Italian guitar),53.9,1997/01/27
8407,Bass Drum,496.6,2005/07/15
8408,Inci (Philippine flute),624.6,1999/02/16
8409,Conch (seashell horn),283.3,1998/05/27
8410,Spoons,883.2,2013/01/05
8411,Crwth (Welsh stringed instrument),951.2,2007/03/11
8412,Finger Cymbals,747.3,1993/08/13
8413,Transverse Flute (Traditional Flute),170.7,2011/03/19
8414,Synthesizer,961.6,2009/02/15
8415,Dadihu (contrabass erhu),270.8,1997/09/14
8416,Doedelzak (Dutch bagpipe),70.6,2008/11/12
8417,Japanese Bamboo Flute/ Shakuhachi ,825.2,2010/06/12
8418,Thavil (Indian drum),442.1,2013/11/26
8419,Saenghwang (Korean mouth organ),433.6,2018/12/13
8420,Lute,844.4,2016/01/15
8421,Tan-tan (Brazilian hand drum),40.3,2002/03/31
8422,Sheng (Chinese mouth organ),526.6,1996/09/16
8423,Oboe d’amore,622.0,2016/06/18
8424,Cello,692.9,2003/02/24
8425,Organ pipe,467.5,1994/11/19
8426,Sopranino saxophone,358.3,2005/08/02
8427,Electronic:,819.5,2006/08/09
8428,Setar (Iranian lute),920.8,2001/12/31
8429,Jiaohu (Chinese bowed stringed instrument),814.5,1997/12/04
8430,Electric organ,735.3,2007/01/15
8431,Soprano mandolin,734.2,1997/05/05
8432,Celesta (idiophone) invented 1886 in Paris by Auguste Mustel.,576.6,2010/06/12
8433,Wind Chimes,255.4,2017/02/14
8434,Tjelempung/ Celempung (Javanese zither),59.6,2018/06/21
8435,Marimba,485.6,2002/09/13
8436,Hardanger fiddle,956.9,1999/07/31
8437,Chi (Chinese Transverse Flute),637.7,2012/02/05
8438,Sarrusophone,67.3,2018/05/23
8439,Alphorn,120.9,2011/12/01
8440,Clapped hands,698.7,2014/04/02
8441,Electric guitar,105.8,1997/09/13
8442,Darbuka (Greek drum),523.3,2016/05/08
8443,Lancashire great-pipe,880.0,2010/03/06
8444,French Horn,490.7,2005/08/28
8445,Saenghwang (Korean mouth organ),283.7,2005/10/19
8446,Cornish bagpipes,991.5,2000/02/05
8447,Erhu (Chinese violin),756.9,2000/12/09
8448,Dhol (Iranian drum),933.4,2004/04/12
8449,Koto (Japanese zither),926.7,2005/01/26
8450,Cuatro (Latin American lute),229.8,2006/05/01
8451,Yang Chin (Chinese hammered dulcimer),896.4,2005/02/20
8452,Tambourine,579.7,2016/12/15
8453,Hunting Horn,271.7,2004/08/19
8454,Qanun (Turkish zither),716.7,2000/05/31
8455,Huluhu (Chinese bowed stringed instrument),939.7,2008/03/07
8456,Organ pipe,231.1,2010/10/10
8457,Trompeta china (Cuban suona),135.2,2002/02/26
8458,Cimbasso,751.6,1994/08/03
8459,Cornet/ Cornett/ Cornetto/ Zink,452.7,2004/09/26
8460,Sarrusophone,225.6,2011/07/24
8461,Brian Boru bagpipes,217.7,2006/01/16
8462,Clavicembelo (Italian pianoforte),359.5,2010/08/17
8463,Great Highland bagpipe,136.7,2002/10/16
8464,Udu (African clay drum),185.3,2016/11/13
8465,Dubreq stylophone,421.8,2001/01/19
8466,Sang-auk (Burmese harp),883.4,2008/03/19
8467,Folgerphone,366.9,2013/02/13
8468,Ipu (Hawaiian rattle),270.1,2008/07/19
8469,Ching (Cambodian/ Thai finger cymbals),613.0,2013/07/25
8470,Vihuela (Spanish 2-string guitar),802.7,2005/04/24
8471,Crwth (Welsh stringed instrument),194.6,2014/11/12
8472,Contrabassoon,150.0,1994/08/22
8473,Musical Saw (wood cutting saw),487.4,1996/08/25
8474,Oboe d’amore,163.8,2014/05/07
8475,Lambeg (Irish drum),351.1,2005/08/27
8476,Washint (Ethiopian flute),797.0,2001/04/14
8477,Theorbo (lower-toned lute),918.1,1994/08/20
8478,Guitar 12 Strings,776.6,2009/03/03
8479,Tamburitza (Croatian/ Serbian mandolin),246.3,2000/01/14
8480,Pipe organ,677.0,2006/12/08
8481,Dihu (Chinese large bowed stringed instrument),285.6,2012/06/09
8482,Basse a Pistons (French Euphonium),767.6,2008/01/19
8483,Dholak (North Indian hand drum),534.6,1998/04/26
8484,Mandocello (large mandolin),257.6,1995/07/11
8485,Sheng (Chinese mouth organ),619.7,1996/03/01
8486,Marimba,692.9,2005/05/27
8487,Subcontrabass flute,23.5,2002/05/12
8488,English Horn/ Cor Anglais (French tenor Oboe),946.0,1999/04/29
8489,Malimba (xylophone from the Congo),410.7,1997/12/02
8490,Gaida (Southern Balkan bagpipes),975.6,2009/08/23
8491,Turntables,656.4,1996/03/26
8492,Sampler,31.9,2016/05/23
8493,Northumbrian smallpipes,584.4,2002/12/21
8494,Agung (Philippine gong),928.0,2011/03/30
8495,Saraswati veena (South Indian lute),564.5,1998/04/08
8496,Tsampouna (Greek bagpipe),436.4,1997/04/05
8497,Yazheng (Chinese zither),126.0,1995/11/30
8498,Basse a Pistons (French Euphonium),983.5,2014/05/10
8499,Magyar duda (Hungarian bagpipes),973.6,1995/05/20
8500,Ganza (Brazilian rattle),567.0,2003/01/02
8501,Arghul (Arabic double pipe),786.2,2004/04/14
8502,Alto flute,295.1,2006/04/27
8503,Zaqq (Maltese bagpipe),153.0,2016/10/05
8504,Soprano mandolin,519.1,2007/10/20
8505,Lusheng (Chinese bamboo pipes),176.7,2012/01/15
8506,Hammered dulcimer,590.3,2009/02/07
8507,Bock (German bagpipes),932.8,1996/09/24
8508,Alto flute,652.4,1997/05/09
8509,Calliope (steam organ),103.7,2007/01/18
8510,Crumhorn,845.6,2017/07/23
8511,Dun dun (West African large talking drum),661.9,2003/02/25
8512,Mbira/ Sanza/ Thumb Piano (African stringed instrument),955.7,1993/10/02
8513,Jew’s harp,408.5,2015/11/21
8514,Ruan (Chinese plucked stringed instrument),882.9,2005/08/20
8515,Jew’s harp (plucked idiophone),786.9,2010/04/20
8516,Contrabass oboe,797.9,2014/07/14
8517,Schweizer sackpfeife (Swiss bagpipe),513.2,1996/10/13
8518,Clarinette d’amour,66.8,2006/01/19
8519,Serunai (Islamic reed instrument),986.8,2013/10/08
8520,Gambang (Indonesian xylophone),932.4,2005/09/08
8521,Natural Trumpet,62.1,2007/03/07
8522,Kangling (Tibetan serunai),371.5,2003/09/24
8523,Dumbelek (Turkish drum),971.0,1998/07/01
8524,Tubular Bells,110.1,2015/04/28
8525,Basse a Pistons (French Euphonium),56.8,2007/12/29
8526,Washboard,46.9,1996/04/28
8527,Guitarr?n (Mexican large bass guitar),316.1,2006/06/17
8528,Alboka (Spanish double hornpipe),660.4,2003/08/10
8529,Jew’s harp,420.5,2015/06/13
8530,Lyre,606.2,2015/05/22
8531,Appalachian dulcimer,697.8,1998/11/30
8532,Yayli tanbur (Turkish lute),765.4,2015/05/23
8533,Pipe organ,438.6,1997/04/20
8534,Cimpoi (Romanian bagpipe),871.1,2012/09/25
8535,Octocontra-alto clarinet,761.3,2002/02/10
8536,Tuhu (Chinese bowed stringed instrument),77.1,2009/09/23
8537,Acoustic bass guitar,585.4,2007/02/14
8538,Sampho (Cambodian barrel drum),244.7,1994/12/27
8539,Zhongdihu (bass erhu),819.5,2002/04/16
8540,Bass guitar,141.5,2014/07/08
8541,Dudelsack (German bagpipe),718.5,1993/11/17
8542,Jew’s harp (plucked idiophone),982.5,2001/03/30
8543,Taphon (Thai drum),154.4,2001/10/11
8544,Aru-ding or kubing  (Philippine Jew’s harp),68.5,1995/11/25
8545,Ceng (Turkish harp),642.0,2008/07/31
8546,Triangle,545.9,2002/09/30
8547,Sac de gemecs (Catalonian bagpipe),468.4,2007/01/30
8548,Conch (seashell horn),627.4,2004/06/17
8549,Guan (Chinese pipe),914.3,2013/12/19
8550,Baroque Wooden Flute,874.5,2015/08/17
8551,Raita (Moroccan serunai),612.0,2012/05/18
8552,Gong,665.1,1998/11/22
8553,Baritone sarrusophone,512.2,2003/11/07
8554,Flute,224.8,2011/02/16
8555,Daiko (Japanese drum),342.8,2012/09/04
8556,Musical Saw (wood cutting saw),72.5,2004/02/25
8557,Singing bowl/ rin gong (Himalayan standing bell),953.9,2001/10/08
8558,Octocontra-alto clarinet,731.6,2009/03/13
8559,Cimbalom (Eastern European hammered dulcimer),25.6,2014/03/23
8560,Trombone,426.0,2013/05/30
8561,Electric organ,59.2,2009/06/29
8562,Melodeon,740.4,2014/04/24
8563,Carillon (Dutch harmonising bells),921.8,2018/05/04
8564,Gaita (Portuguese & Spanish bagpipe),944.2,2013/01/15
8565,Banjo,33.2,2001/12/23
8566,Kaval (Slovakian Duct Flute),473.6,1996/01/10
8567,Bombardino (Spanish Euphonium),943.4,1998/10/08
8568,Jew’s harp (plucked idiophone),809.2,2007/04/28
8569,Gaida (Southern Balkan bagpipes),181.0,2008/05/23
8570,Biwa (Japanese short-necked lute),919.3,1996/03/18
8571,Agung (Philippine gong),288.5,1993/08/01
8572,Clavichord,137.4,2000/11/18
8573,Kettle drum/ Timpani,366.5,2010/09/10
8574,Mijwiz (Arabic double pipe),629.1,2019/01/06
8575,Timpani/ kettle drum,176.1,2018/10/30
8576,Handbells,692.5,2007/04/08
8577,Wagner Tuba,924.2,2003/03/18
8578,Guiro (South & Central American notched gourd that is scraped),740.9,2003/04/08
8579,Cabrette (French bagpipe),622.6,2000/09/24
8580,Biniou (French bagpipe),769.7,2010/12/24
8581,Kulintang/ kolintang (Philippine gong group),22.6,2011/03/03
8582,Saxhorn,519.5,2014/12/11
8583,Kagul (Philippine slit drum),654.8,1994/07/28
8584,Musette du centre (French bagpipe),279.9,2001/10/12
8585,Lasso d’amore,381.5,2010/08/05
8586,Tagutok (Philippine slit drum),815.1,1999/03/10
8587,Hooked harp,468.6,2016/04/19
8588,Fiddle,83.9,2009/01/20
8589,Saxophone,886.0,1998/12/25
8590,Alboka (Spanish double hornpipe),721.0,2003/05/01
8591,Euphonium,900.0,2000/11/01
8592,Drum machine,211.2,1999/04/25
8593,Fiddle,886.4,1999/02/03
8594,Valiha (Indonesian and Madagascan zither),517.5,2009/12/21
8595,Sanxian (Chinese lute),899.3,2003/06/05
8596,Euphonium,69.9,1999/09/05
8597,Cu?ca (Brazilian drum),29.4,2006/08/02
8598,Hocchiku (Japanese flute),273.9,2000/08/22
8599,Kulintang/ kolintang (Philippine gong group),428.8,2005/02/13
8600,Denis d’or (ancient Czech chordophone),913.4,2017/10/01
8601,Dumbelek (Turkish drum),684.3,1998/08/29
8602,Pipa (Chinese lute),826.6,1998/12/29
8603,Ranat thum lek (Thai metallophone),992.3,1998/07/30
8604,Welsh pipes,849.3,2016/09/13
